"","TestId","TagId","Date","Time","No.Nodes","x.est","y.est","x.ci.lower","x.ci.upper","y.ci.lower","y.ci.upper","DateTime","UnixTime"
"325","344C7834 2021-08-04 18:21:00","344C7834","2021-08-04","18:21:00",6,411068.126239371,4261948.18622368,410827.868680185,411308.383798557,4261711.76707294,4262184.60537443,2021-08-04 12:21:00,1628101260
"326","344C7834 2021-08-04 18:22:00","344C7834","2021-08-04","18:22:00",7,411079.407747056,4261894.61641349,410892.456956464,411266.358537649,4261718.20523919,4262071.0275878,2021-08-04 12:22:00,1628101320
"327","344C7834 2021-08-04 18:23:00","344C7834","2021-08-04","18:23:00",7,411142.315077592,4261896.85856641,411060.852772579,411223.777382605,4261801.67984685,4261992.03728597,2021-08-04 12:23:00,1628101380
"328","344C7834 2021-08-04 18:24:00","344C7834","2021-08-04","18:24:00",5,411342.492887077,4261686.57640871,411193.403360225,411491.58241393,4261535.20148265,4261837.95133477,2021-08-04 12:24:00,1628101440
"329","344C7834 2021-08-04 18:25:00","344C7834","2021-08-04","18:25:00",7,411030.712573266,4261906.0711105,410915.194490592,411146.23065594,4261771.25821472,4262040.88400628,2021-08-04 12:25:00,1628101500
"330","344C7834 2021-08-04 18:26:00","344C7834","2021-08-04","18:26:00",5,411221.166202807,4261677.65364876,410922.276202721,411520.056202893,4261367.44905533,4261987.8582422,2021-08-04 12:26:00,1628101560
"331","344C7834 2021-08-04 18:27:00","344C7834","2021-08-04","18:27:00",5,411215.395595237,4261793.28710875,411097.84484183,411332.946348645,4261649.23290046,4261937.34131705,2021-08-04 12:27:00,1628101620
"332","344C7834 2021-08-04 18:28:00","344C7834","2021-08-04","18:28:00",5,411199.014704894,4261793.05158644,411096.923879196,411301.105530592,4261673.3077508,4261912.79542208,2021-08-04 12:28:00,1628101680
"333","344C7834 2021-08-04 18:29:00","344C7834","2021-08-04","18:29:00",5,411204.63570729,4261790.1163295,411084.877197468,411324.394217111,4261647.62642343,4261932.60623557,2021-08-04 12:29:00,1628101740
"334","344C7834 2021-08-04 18:30:00","344C7834","2021-08-04","18:30:00",5,411174.486947641,4261778.87714583,411013.487618039,411335.486277244,4261603.59766755,4261954.15662412,2021-08-04 12:30:00,1628101800
"335","344C7834 2021-08-04 18:31:00","344C7834","2021-08-04","18:31:00",5,411179.664532733,4261789.77129606,411042.819893282,411316.509172184,4261636.50006957,4261943.04252255,2021-08-04 12:31:00,1628101860
"336","344C7834 2021-08-04 18:32:00","344C7834","2021-08-04","18:32:00",5,411344.666051903,4261672.66554389,411205.88802563,411483.444078176,4261532.89425155,4261812.43683623,2021-08-04 12:32:00,1628101920
"337","344C7834 2021-08-04 18:33:00","344C7834","2021-08-04","18:33:00",5,411186.956707029,4261790.80439577,411049.743612959,411324.169801099,4261634.81496857,4261946.79382298,2021-08-04 12:33:00,1628101980
"338","344C7834 2021-08-04 18:34:00","344C7834","2021-08-04","18:34:00",5,411188.462377461,4261785.46480775,411056.717728997,411320.207025924,4261636.31854972,4261934.61106577,2021-08-04 12:34:00,1628102040
"339","344C7834 2021-08-04 18:35:00","344C7834","2021-08-04","18:35:00",5,411156.663434242,4261801.97923464,411049.910463594,411263.416404891,4261680.30339993,4261923.65506935,2021-08-04 12:35:00,1628102100
"340","344C7834 2021-08-04 18:36:00","344C7834","2021-08-04","18:36:00",5,411146.655744893,4261848.02583341,411002.765975604,411290.545514182,4261720.31078279,4261975.74088404,2021-08-04 12:36:00,1628102160
"341","344C7834 2021-08-04 18:37:00","344C7834","2021-08-04","18:37:00",4,410964.587271018,4261821.46662613,410765.105697443,411164.068844593,4261513.64319486,4262129.29005739,2021-08-04 12:37:00,1628102220
"342","344C7834 2021-08-04 18:38:00","344C7834","2021-08-04","18:38:00",3,410958.222125472,4261917.59534804,410573.446101519,411342.998149425,4261048.59405097,4262786.59664512,2021-08-04 12:38:00,1628102280
"343","344C7834 2021-08-04 18:41:00","344C7834","2021-08-04","18:41:00",5,411193.748034577,4261676.65981604,411028.315380067,411359.180689087,4261526.61461537,4261826.70501671,2021-08-04 12:41:00,1628102460
"344","344C7834 2021-08-04 18:42:00","344C7834","2021-08-04","18:42:00",5,411137.779635781,4261773.8884998,410990.812762963,411284.746508599,4261602.80097146,4261944.97602814,2021-08-04 12:42:00,1628102520
"345","344C7834 2021-08-04 18:43:00","344C7834","2021-08-04","18:43:00",6,411110.187948731,4261920.70103131,410963.649029522,411256.726867941,4261748.8173035,4262092.58475912,2021-08-04 12:43:00,1628102580
"346","344C7834 2021-08-04 18:44:00","344C7834","2021-08-04","18:44:00",5,411169.895524913,4261779.29495551,410987.247806297,411352.543243529,4261580.90067601,4261977.68923501,2021-08-04 12:44:00,1628102640
"347","344C7834 2021-08-04 18:45:00","344C7834","2021-08-04","18:45:00",4,411058.378479849,4261853.86466388,410688.562044815,411428.194914883,4261539.67369147,4262168.05563628,2021-08-04 12:45:00,1628102700
"348","344C7834 2021-08-04 18:46:00","344C7834","2021-08-04","18:46:00",4,411189.040128289,4261811.21833139,410993.003549289,411385.076707289,4261559.46616191,4262062.97050088,2021-08-04 12:46:00,1628102760
"349","344C7834 2021-08-04 18:47:00","344C7834","2021-08-04","18:47:00",6,411074.640374186,4261822.06879131,410889.78374594,411259.497002432,4261682.85629106,4261961.28129156,2021-08-04 12:47:00,1628102820
"350","344C7834 2021-08-04 18:48:00","344C7834","2021-08-04","18:48:00",5,411036.599926919,4261851.09941426,410881.461709141,411191.738144697,4261707.34445945,4261994.85436907,2021-08-04 12:48:00,1628102880
"351","344C7834 2021-08-04 18:49:00","344C7834","2021-08-04","18:49:00",4,411185.414303411,4261841.74164745,411057.635506758,411313.193100063,4261681.39593787,4262002.08735702,2021-08-04 12:49:00,1628102940
"352","344C7834 2021-08-04 18:50:00","344C7834","2021-08-04","18:50:00",5,411068.959123178,4261837.81795463,410804.101188608,411333.817057748,4261653.16451188,4262022.47139738,2021-08-04 12:50:00,1628103000
"353","344C7834 2021-08-04 18:51:00","344C7834","2021-08-04","18:51:00",7,411000.585142335,4261900.89949342,410849.99180417,411151.178480499,4261723.33476829,4262078.46421854,2021-08-04 12:51:00,1628103060
"354","344C7834 2021-08-04 18:52:00","344C7834","2021-08-04","18:52:00",7,411173.487045475,4261754.61244379,411035.81571865,411311.1583723,4261635.52423878,4261873.7006488,2021-08-04 12:52:00,1628103120
"355","344C7834 2021-08-04 18:53:00","344C7834","2021-08-04","18:53:00",4,411062.077190319,4261707.79545902,410676.323989869,411447.830390768,4261381.75498687,4262033.83593118,2021-08-04 12:53:00,1628103180
"356","344C7834 2021-08-04 18:56:00","344C7834","2021-08-04","18:56:00",5,411148.829167985,4261664.76519933,411083.24529619,411214.413039781,4261608.45557147,4261721.07482719,2021-08-04 12:56:00,1628103360
"357","344C7834 2021-08-04 18:57:00","344C7834","2021-08-04","18:57:00",5,410963.025929643,4261261.40141744,410770.170750264,411155.881109023,4261067.81396441,4261454.98887047,2021-08-04 12:57:00,1628103420
"358","344C7834 2021-08-04 18:58:00","344C7834","2021-08-04","18:58:00",3,411016.543216519,4261282.33699708,408853.65849228,413179.427940758,4259099.20707455,4263465.46691962,2021-08-04 12:58:00,1628103480
"359","344C7834 2021-08-04 18:59:00","344C7834","2021-08-04","18:59:00",4,411004.591797996,4261249.68608707,410590.114273283,411419.069322709,4260917.2167086,4261582.15546554,2021-08-04 12:59:00,1628103540
"360","344C7834 2021-08-04 19:00:00","344C7834","2021-08-04","19:00:00",7,411170.986718232,4261359.06716382,410941.178830601,411400.794605862,4261141.59727394,4261576.5370537,2021-08-04 13:00:00,1628103600
"361","344C7834 2021-08-04 19:01:00","344C7834","2021-08-04","19:01:00",4,411019.483310147,4261256.98968302,410442.518861454,411596.44775884,4260764.04930075,4261749.93006529,2021-08-04 13:01:00,1628103660
"362","344C7834 2021-08-04 19:02:00","344C7834","2021-08-04","19:02:00",5,411019.304494939,4261271.95964986,410726.270099349,411312.338890528,4261035.92917195,4261507.99012777,2021-08-04 13:02:00,1628103720
"363","344C7834 2021-08-04 19:03:00","344C7834","2021-08-04","19:03:00",5,411035.553338078,4261250.97355102,410730.815298243,411340.291377912,4260962.36679897,4261539.58030306,2021-08-04 13:03:00,1628103780
"364","344C7834 2021-08-04 19:04:00","344C7834","2021-08-04","19:04:00",5,411036.095610843,4261255.41706505,410749.199521207,411322.991700478,4260989.61827718,4261521.21585292,2021-08-04 13:04:00,1628103840
"365","344C7834 2021-08-04 19:05:00","344C7834","2021-08-04","19:05:00",7,411204.582422285,4261352.75517781,411041.90917971,411367.25566486,4261170.83110071,4261534.67925491,2021-08-04 13:05:00,1628103900
"366","344C7834 2021-08-04 19:06:00","344C7834","2021-08-04","19:06:00",6,411205.519573319,4261046.50307552,411020.927060375,411390.112086263,4260847.80892946,4261245.19722158,2021-08-04 13:06:00,1628103960
"367","344C7834 2021-08-04 19:07:00","344C7834","2021-08-04","19:07:00",5,411202.45228879,4261026.47543417,411052.226646129,411352.67793145,4260877.44911917,4261175.50174918,2021-08-04 13:07:00,1628104020
"368","344C7834 2021-08-04 19:08:00","344C7834","2021-08-04","19:08:00",3,410938.098055777,4261006.90000785,410864.927772165,411011.268339389,4260896.41953461,4261117.3804811,2021-08-04 13:08:00,1628104080
"369","344C7834 2021-08-04 19:09:00","344C7834","2021-08-04","19:09:00",5,410601.128875771,4261168.0857055,410422.327075407,410779.930676136,4260960.02040628,4261376.15100473,2021-08-04 13:09:00,1628104140
"370","344C7834 2021-08-04 19:10:00","344C7834","2021-08-04","19:10:00",3,410666.228088119,4260957.24543209,410361.092305453,410971.363870785,4260472.02671361,4261442.46415056,2021-08-04 13:10:00,1628104200
"371","344C7834 2021-08-04 19:11:00","344C7834","2021-08-04","19:11:00",3,410634.01686784,4261993.31862723,410174.410345386,411093.623390294,4261469.53241142,4262517.10484304,2021-08-04 13:11:00,1628104260
"372","344C7834 2021-08-04 19:12:00","344C7834","2021-08-04","19:12:00",5,411248.22146579,4260944.56251862,411073.499564177,411422.943367403,4260736.62157545,4261152.50346179,2021-08-04 13:12:00,1628104320
"373","344C7834 2021-08-04 19:13:00","344C7834","2021-08-04","19:13:00",5,410986.535006751,4260972.59562538,410862.670597528,411110.399415974,4260837.39802043,4261107.79323033,2021-08-04 13:13:00,1628104380
"374","344C7834 2021-08-04 19:14:00","344C7834","2021-08-04","19:14:00",5,410990.591079388,4260973.62488452,410858.187524061,411122.994634715,4260825.78480691,4261121.46496213,2021-08-04 13:14:00,1628104440
"375","344C7834 2021-08-04 19:15:00","344C7834","2021-08-04","19:15:00",5,410988.867437578,4260980.73908985,410840.930031271,411136.804843885,4260814.79516632,4261146.68301339,2021-08-04 13:15:00,1628104500
"376","344C7834 2021-08-04 19:16:00","344C7834","2021-08-04","19:16:00",5,410964.429178968,4260990.20977469,410834.365426029,411094.492931907,4260865.03225348,4261115.3872959,2021-08-04 13:16:00,1628104560
"377","344C7834 2021-08-04 19:17:00","344C7834","2021-08-04","19:17:00",5,411292.336627365,4260900.41786994,411142.849267302,411441.823987429,4260662.5034574,4261138.33228249,2021-08-04 13:17:00,1628104620
"378","344C7834 2021-08-04 19:18:00","344C7834","2021-08-04","19:18:00",5,411271.353115888,4260925.33938707,411106.151024646,411436.55520713,4260745.38052803,4261105.29824611,2021-08-04 13:18:00,1628104680
"379","344C7834 2021-08-04 19:19:00","344C7834","2021-08-04","19:19:00",5,411283.779850481,4260927.7058692,411125.737308171,411441.822392792,4260739.57113323,4261115.84060517,2021-08-04 13:19:00,1628104740
"380","344C7834 2021-08-04 19:20:00","344C7834","2021-08-04","19:20:00",5,411279.572652995,4260925.61299477,411120.923268593,411438.222037397,4260742.40838312,4261108.81760643,2021-08-04 13:20:00,1628104800
"381","344C7834 2021-08-04 19:21:00","344C7834","2021-08-04","19:21:00",5,411271.629771802,4260926.7836378,411098.6341376,411444.625406004,4260737.90911614,4261115.65815947,2021-08-04 13:21:00,1628104860
"382","344C7834 2021-08-04 19:22:00","344C7834","2021-08-04","19:22:00",5,411279.241194059,4260929.20622575,411118.497311256,411439.985076861,4260745.73894772,4261112.67350377,2021-08-04 13:22:00,1628104920
"383","344C7834 2021-08-04 19:23:00","344C7834","2021-08-04","19:23:00",4,411062.824424154,4260932.02367319,410707.658114733,411417.990733575,4260434.85052532,4261429.19682105,2021-08-04 13:23:00,1628104980
"384","344C7834 2021-08-04 19:24:00","344C7834","2021-08-04","19:24:00",5,411263.863023559,4260931.84288323,411100.063393367,411427.662653752,4260751.37744391,4261112.30832256,2021-08-04 13:24:00,1628105040
"385","344C7834 2021-08-04 19:25:00","344C7834","2021-08-04","19:25:00",5,411266.062901583,4260927.49278609,411099.803377409,411432.322425758,4260746.44417934,4261108.54139284,2021-08-04 13:25:00,1628105100
"386","344C7834 2021-08-04 19:26:00","344C7834","2021-08-04","19:26:00",4,411335.472173901,4260913.52319956,411211.921035353,411459.023312448,4260755.1070809,4261071.93931822,2021-08-04 13:26:00,1628105160
"387","344C7834 2021-08-04 19:27:00","344C7834","2021-08-04","19:27:00",5,411270.229125111,4260927.83328055,411108.00366045,411432.454589773,4260751.19982779,4261104.46673331,2021-08-04 13:27:00,1628105220
"388","344C7834 2021-08-04 19:28:00","344C7834","2021-08-04","19:28:00",5,411268.782913554,4260932.3231439,411099.91473097,411437.651096138,4260747.57952043,4261117.06676737,2021-08-04 13:28:00,1628105280
"389","344C7834 2021-08-04 19:29:00","344C7834","2021-08-04","19:29:00",5,411254.327181679,4260931.24366926,411076.249634322,411432.404729036,4260723.26811183,4261139.2192267,2021-08-04 13:29:00,1628105340
"390","344C7834 2021-08-04 19:30:00","344C7834","2021-08-04","19:30:00",5,411255.086162244,4260933.81582604,411088.737131056,411421.435193433,4260741.45639465,4261126.17525744,2021-08-04 13:30:00,1628105400
"391","344C7834 2021-08-04 19:32:00","344C7834","2021-08-04","19:32:00",5,410997.710046569,4260973.64282718,410857.552370469,411137.867722668,4260811.43693711,4261135.84871725,2021-08-04 13:32:00,1628105520
"392","344C7834 2021-08-04 19:33:00","344C7834","2021-08-04","19:33:00",5,410997.753390234,4260970.3465119,410868.289878694,411127.216901774,4260821.58149802,4261119.11152578,2021-08-04 13:33:00,1628105580
"393","344C7834 2021-08-04 19:34:00","344C7834","2021-08-04","19:34:00",5,411009.264996509,4260935.07755905,410811.952069929,411206.57792309,4260707.1366312,4261163.0184869,2021-08-04 13:34:00,1628105640
"394","344C7834 2021-08-04 19:35:00","344C7834","2021-08-04","19:35:00",4,410974.015211978,4261007.66261909,410757.870978105,411190.15944585,4260748.41025131,4261266.91498686,2021-08-04 13:35:00,1628105700
"395","344C7834 2021-08-04 19:36:00","344C7834","2021-08-04","19:36:00",5,410994.49614297,4260980.73661958,410838.657931439,411150.334354501,4260799.58933351,4261161.88390564,2021-08-04 13:36:00,1628105760
"396","344C7834 2021-08-04 19:37:00","344C7834","2021-08-04","19:37:00",5,410991.248411414,4260979.36949546,410847.084859156,411135.411963671,4260815.7747044,4261142.96428652,2021-08-04 13:37:00,1628105820
"397","344C7834 2021-08-04 19:38:00","344C7834","2021-08-04","19:38:00",5,410988.71330689,4260980.35418577,410853.859281055,411123.567332726,4260829.39771876,4261131.31065279,2021-08-04 13:38:00,1628105880
"398","344C7834 2021-08-04 19:39:00","344C7834","2021-08-04","19:39:00",5,410992.543650718,4260981.09346402,410836.608647771,411148.478653665,4260801.7453332,4261160.44159485,2021-08-04 13:39:00,1628105940
"399","344C7834 2021-08-04 19:40:00","344C7834","2021-08-04","19:40:00",5,410990.028673052,4260983.10404452,410852.138530772,411127.918815332,4260826.02773782,4261140.18035121,2021-08-04 13:40:00,1628106000
"400","344C7834 2021-08-04 19:41:00","344C7834","2021-08-04","19:41:00",5,410983.066299661,4260985.359302,410844.997382188,411121.135217135,4260835.19872918,4261135.51987482,2021-08-04 13:41:00,1628106060
"401","344C7834 2021-08-04 19:42:00","344C7834","2021-08-04","19:42:00",5,410987.339233413,4260980.34412302,410852.538549211,411122.139917615,4260830.84097484,4261129.84727119,2021-08-04 13:42:00,1628106120
"402","344C7834 2021-08-04 19:43:00","344C7834","2021-08-04","19:43:00",5,410991.560716231,4260973.55984693,410859.808059462,411123.313373,4260825.70406201,4261121.41563185,2021-08-04 13:43:00,1628106180
"403","344C7834 2021-08-04 19:44:00","344C7834","2021-08-04","19:44:00",4,410980.148399121,4260990.07825067,410774.534341368,411185.762456874,4260769.40242509,4261210.75407626,2021-08-04 13:44:00,1628106240
"404","344C7834 2021-08-04 19:45:00","344C7834","2021-08-04","19:45:00",5,410996.668274756,4260965.08574476,410854.528346648,411138.808202864,4260803.77019991,4261126.4012896,2021-08-04 13:45:00,1628106300
"405","344C7834 2021-08-04 19:46:00","344C7834","2021-08-04","19:46:00",5,410991.149616376,4260974.45116007,410853.702989905,411128.596242847,4260820.30586492,4261128.59645522,2021-08-04 13:46:00,1628106360
"406","344C7834 2021-08-04 19:47:00","344C7834","2021-08-04","19:47:00",5,411241.395352704,4260924.66539653,411072.910519114,411409.880186294,4260696.68190725,4261152.6488858,2021-08-04 13:47:00,1628106420
"407","344C7834 2021-08-04 19:48:00","344C7834","2021-08-04","19:48:00",5,411242.008183236,4260924.9682441,411074.266636261,411409.749730211,4260699.59722301,4261150.33926518,2021-08-04 13:48:00,1628106480
"408","344C7834 2021-08-04 19:49:00","344C7834","2021-08-04","19:49:00",5,411252.661077697,4260920.30376643,411074.252653077,411431.069502317,4260697.03536539,4261143.57216747,2021-08-04 13:49:00,1628106540
"409","344C7834 2021-08-04 19:50:00","344C7834","2021-08-04","19:50:00",4,411071.34101561,4260929.14855447,410689.849710922,411452.832320299,4260441.40130574,4261416.89580321,2021-08-04 13:50:00,1628106600
"410","344C7834 2021-08-04 19:51:00","344C7834","2021-08-04","19:51:00",4,411068.807413381,4260927.34746728,410688.789729815,411448.825096947,4260424.02959399,4261430.66534057,2021-08-04 13:51:00,1628106660
"411","344C7834 2021-08-04 19:52:00","344C7834","2021-08-04","19:52:00",5,410975.826247332,4260989.17431968,410826.887980695,411124.764513969,4260836.07187862,4261142.27676073,2021-08-04 13:52:00,1628106720
"412","344C7834 2021-08-04 19:53:00","344C7834","2021-08-04","19:53:00",4,411017.716988978,4260993.00074866,410777.455456932,411257.978521024,4260616.79451857,4261369.20697876,2021-08-04 13:53:00,1628106780
"413","344C7834 2021-08-04 19:54:00","344C7834","2021-08-04","19:54:00",4,411029.5360697,4261009.79993642,410883.499053208,411175.573086192,4260776.21074314,4261243.3891297,2021-08-04 13:54:00,1628106840
"414","344C7834 2021-08-04 19:55:00","344C7834","2021-08-04","19:55:00",4,411026.822861078,4261009.48382078,410877.784928734,411175.860793422,4260769.44879686,4261249.5188447,2021-08-04 13:55:00,1628106900
"415","344C7834 2021-08-04 19:56:00","344C7834","2021-08-04","19:56:00",4,411044.448940118,4261010.01485775,410924.232809526,411164.66507071,4260825.12801229,4261194.90170321,2021-08-04 13:56:00,1628106960
"416","344C7834 2021-08-04 19:57:00","344C7834","2021-08-04","19:57:00",5,411064.737713143,4260964.38345026,410907.467683176,411222.007743109,4260785.74831491,4261143.01858562,2021-08-04 13:57:00,1628107020
"417","344C7834 2021-08-04 19:58:00","344C7834","2021-08-04","19:58:00",5,411078.937022254,4260991.73180204,410872.910223147,411284.963821362,4260670.72295949,4261312.74064459,2021-08-04 13:58:00,1628107080
"418","344C7834 2021-08-04 19:59:00","344C7834","2021-08-04","19:59:00",5,411023.851715143,4260983.4462558,410851.316357398,411196.387072889,4260685.76967726,4261281.12283434,2021-08-04 13:59:00,1628107140
"419","344C7834 2021-08-04 20:00:00","344C7834","2021-08-04","20:00:00",5,411069.168154958,4260970.55223005,410887.20069237,411251.135617545,4260760.06953509,4261181.034925,2021-08-04 14:00:00,1628107200
"420","344C7834 2021-08-04 20:01:00","344C7834","2021-08-04","20:01:00",6,411172.931712701,4261012.81305384,411035.492337447,411310.371087956,4260876.18429722,4261149.44181045,2021-08-04 14:01:00,1628107260
"421","344C7834 2021-08-04 20:02:00","344C7834","2021-08-04","20:02:00",7,411209.870445706,4261099.824999,411087.531365418,411332.209525994,4260976.96658348,4261222.68341452,2021-08-04 14:02:00,1628107320
"422","344C7834 2021-08-04 20:03:00","344C7834","2021-08-04","20:03:00",4,411229.833163123,4261570.69687303,410924.646885875,411535.01944037,4261375.76261193,4261765.63113413,2021-08-04 14:03:00,1628107380
"423","344C7834 2021-08-04 20:04:00","344C7834","2021-08-04","20:04:00",6,411175.57641567,4261146.70831545,411023.359421504,411327.793409835,4261015.84971634,4261277.56691457,2021-08-04 14:04:00,1628107440
"424","344C7834 2021-08-04 20:05:00","344C7834","2021-08-04","20:05:00",5,411182.633419838,4261128.41965191,410626.772882984,411738.493956692,4260711.53460466,4261545.30469916,2021-08-04 14:05:00,1628107500
"425","344C7834 2021-08-04 20:06:00","344C7834","2021-08-04","20:06:00",4,411214.371901333,4261276.02823885,411085.893701387,411342.850101279,4261194.55167133,4261357.50480637,2021-08-04 14:06:00,1628107560
"426","344C7834 2021-08-04 20:07:00","344C7834","2021-08-04","20:07:00",4,411221.991703331,4261258.37447338,410823.786658397,411620.196748265,4261008.31467644,4261508.43427032,2021-08-04 14:07:00,1628107620
"427","344C7834 2021-08-04 20:08:00","344C7834","2021-08-04","20:08:00",5,411138.050182517,4261302.60456489,411025.121587587,411250.978777448,4261194.15050675,4261411.05862304,2021-08-04 14:08:00,1628107680
"428","344C7834 2021-08-04 20:09:00","344C7834","2021-08-04","20:09:00",4,411170.092433581,4261291.87463931,411061.302253984,411278.882613179,4261206.17520618,4261377.57407244,2021-08-04 14:09:00,1628107740
"429","344C7834 2021-08-04 20:10:00","344C7834","2021-08-04","20:10:00",4,411177.256130482,4261264.30767476,411008.448588322,411346.063672642,4261113.74577785,4261414.86957166,2021-08-04 14:10:00,1628107800
"430","344C7834 2021-08-04 20:11:00","344C7834","2021-08-04","20:11:00",4,411162.507065901,4261253.38539518,410976.859701747,411348.154430055,4261078.94798936,4261427.822801,2021-08-04 14:11:00,1628107860
"431","344C7834 2021-08-04 20:12:00","344C7834","2021-08-04","20:12:00",3,411165.22179022,4261273.84256363,410745.52106486,411584.92251558,4260828.39748736,4261719.2876399,2021-08-04 14:12:00,1628107920
"432","344C7834 2021-08-04 20:13:00","344C7834","2021-08-04","20:13:00",4,411175.778979119,4261255.82816045,411042.219023379,411309.338934859,4261132.1434952,4261379.5128257,2021-08-04 14:13:00,1628107980
"433","344C7834 2021-08-04 20:14:00","344C7834","2021-08-04","20:14:00",4,411174.704103575,4261256.12726502,411042.054876092,411307.353331058,4261133.42185744,4261378.8326726,2021-08-04 14:14:00,1628108040
